Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"Wales, Corporate managers and directors",71,22,9.1,25.25,7.9,11.90,13.88,15.04,15.93,18.45,24.91,27.77,30.72,33.64,x,2023-01-01
"Wales, Other managers and proprietors",25,17.05,7.4,18.44,4.6,11.45,12.50,13.35,14.26,15.55,19.51,21.49,22.01,23.07,x,2023-01-01
"Wales, Professional occupations",317,22.27,8.8,24.26,9.9,14.37,17.14,18.03,18.77,20.76,24.53,26.65,28.46,31.15,37.08,2023-01-01
"Wales, Science, research, engineering and technology professionals",64,21.85,8.5,22.8,8.6,14.52,16.98,17.98,18.64,19.84,23.69,25.77,26.85,27.88,x,2023-01-01
"Wales, Health professionals",96,21.03,5.4,23.49,9.4,14.12,17.19,17.63,18.23,20.09,22.54,24.82,25.77,27.19,x,2023-01-01
"Wales, Teaching and other educational professionals",75,28.28,13.3,29.71,14.5,16.49,20.46,21.71,23.02,25.64,31.82,33.89,36.11,38.47,x,2023-01-01
"Wales, Business, media and public service professionals",83,20.97,8.4,22.14,8.7,12.97,15.51,16.61,17.43,19.25,22.06,24.54,25.63,27.23,x,2023-01-01
"Wales, Associate professional occupations",164,16.01,6,17.45,4.7,11.40,12.50,13.15,13.88,14.86,17.19,18.63,19.92,20.84,23.90,2023-01-01
"Wales, Science, engineering and technology associate professionals",38,15.31,4.9,16.29,6.9,11.14,11.98,12.38,13.17,14.7,16.15,17.62,18.50,19.38,x,2023-01-01
"Wales, Health and social care associate professionals",28,15.12,12,15.66,8.9,11.50,12.23,12.77,13.68,14.43,15.95,16.88,17.33,17.93,x,2023-01-01
"Wales, Protective service occupations",15,20.54,4.2,19.47,-1,11.29,13.77,15.23,17.06,18.37,20.62,20.84,21.58,x,x,2023-01-01
"Wales, Culture, media and sports occupations",7,13.84,5.6,14.53,5.4,x,x,11.26,12.22,13.05,14.26,x,x,x,x,2023-01-01
"Wales, Business and public service associate professionals",75,16.43,3.4,18.43,3.7,11.76,12.86,13.45,13.96,15.25,17.79,19.46,21.05,21.85,x,2023-01-01
"Wales, Administrative and secretarial occupations",145,13.33,4.9,14.7,4.2,10.74,11.20,11.5,11.83,12.35,14,15.39,16.11,16.85,20.22,2023-01-01
"Wales, Administrative occupations",119,13.58,5.2,14.99,4.2,10.90,11.46,11.79,11.97,12.69,14.56,15.89,16.59,17.45,20.60,2023-01-01
"Wales, Secretarial and related occupations",26,11.85,5.3,13.07,6,10.42,10.80,10.91,11,11.34,12.44,13.44,13.75,14.36,x,2023-01-01
"Wales, Skilled trades occupations",78,15.13,3.1,16.17,5,10.50,11.49,12.12,12.7,13.67,16.51,17.66,18.99,20.28,23.09,2023-01-01
"Wales, Skilled metal, electrical and electronic trades",45,17.26,2.9,17.94,5.8,11.38,13.36,14.3,15,16.37,18.53,20.29,21.17,22.02,x,2023-01-01
"Wales, Skilled construction and building trades",11,15,6.3,15.08,5.2,x,10.97,12.37,12.99,14.39,15.77,16.98,17.54,x,x,2023-01-01
"Wales, Textiles, printing and other skilled trades",18,12.03,9.4,12.8,6,10.42,10.48,10.66,11.03,11.5,12.86,13.10,13.51,13.83,x,2023-01-01
"Wales, Caring, leisure and other service occupations",128,12.25,9.1,13.15,9.2,10.59,10.90,11.03,11.2,11.8,12.89,13.66,14.14,14.89,16.89,2023-01-01
"Wales, Caring personal service occupations",112,12.37,8.2,13.09,8.6,10.66,10.97,11.11,11.37,11.86,12.98,13.75,14.17,14.89,16.85,2023-01-01
"Wales, Leisure, travel and related personal service occupations",15,11.33,9.9,13.25,13.8,x,10.42,10.62,10.75,10.98,11.64,12.21,x,x,x,2023-01-01
"Wales, Sales and customer service occupations",83,11.09,7.5,12.65,11.4,10.21,10.42,10.47,10.6,10.89,11.55,12.22,12.63,13.20,15.35,2023-01-01
"Wales, Sales occupations",64,11,9.6,12.2,11.6,10.02,x,10.42,10.47,10.7,11.2,11.86,12.20,12.58,14.19,2023-01-01
"Wales, Customer service occupations",19,12.09,9.1,13.92,12.4,10.56,10.89,10.98,11.12,11.68,12.99,14.11,14.46,15.55,x,2023-01-01
"Wales, Process, plant and machine operatives",67,12.98,10.1,14.42,9.5,10.58,11.04,11.42,11.6,12.22,13.92,14.98,15.33,16.57,x,2023-01-01
"Wales, Process, plant and machine operatives",35,13,13.2,14.21,10.7,10.60,11.00,11.25,11.64,12.18,13.98,15.00,15.35,16.43,x,2023-01-01
"Wales, Transport and mobile machine drivers and operatives",32,12.9,3.9,14.63,7.9,10.55,11.19,11.44,11.57,12.29,13.78,14.82,15.25,16.68,x,2023-01-01
"Wales, Elementary occupations",134,11.11,10,12.19,8.9,9.51,x,10.42,10.5,10.79,11.68,12.36,12.78,13.31,14.65,2023-01-01
"Wales, Elementary trades and related occupations",16,12.31,11.9,12.97,9.6,10.42,10.71,11.06,11.39,11.8,12.69,13.30,13.57,14.17,x,2023-01-01
"Wales, Elementary administration and service occupations",118,11,10,12.03,8.8,9.34,x,10.42,10.5,10.7,11.45,12.21,12.61,13.14,14.56,2023-01-01
Scotland,2307,16.69,11.3,20.28,11.3,10.86,11.81,12.47,13.19,14.85,19.07,22.47,24.14,26.08,32.43,2023-01-01
"Scotland, Managers, directors and senior officials",179,23.51,8.1,28.01,9,12.92,14.88,16.01,17.72,20.62,26.89,31.65,35.09,37.94,48.09,2023-01-01
"Scotland, Corporate managers and directors",141,25.94,11.3,30.47,10.6,13.47,16.60,17.92,19.53,22.69,30.23,35.41,37.72,41.54,50.59,2023-01-01
"Scotland, Other managers and proprietors",38,16.57,2,19.14,6.1,11.75,12.91,13.52,14.18,15.1,19.47,21.12,22.43,23.95,x,2023-01-01
"Scotland, Professional occupations",653,25.81,15.5,27.2,14.2,16.33,18.95,20.46,21.67,23.7,27.63,29.43,31.55,32.83,38.67,2023-01-01
"Scotland, Science, research, engineering and technology professionals",141,23.43,6,25.3,8.8,15.29,17.79,18.33,19.34,21.7,25.95,29.73,31.17,32.59,36.56,2023-01-01
"Scotland, Health professionals",198,27.8,33.3,30.04,25.7,17.93,21.17,22.79,23.29,25.35,28.69,31.42,32.56,34.03,43.59,2023-01-01
"Scotland, Teaching and other educational professionals",143,26.13,6,29.36,13.5,19.41,22.90,23.74,24.53,26.06,28.42,30.71,32.05,34.33,40.98,2023-01-01
"Scotland, Business, media and public service professionals",172,22.86,6.5,24.24,7.5,14.94,16.92,17.95,18.99,21.02,24.92,27.12,28.54,29.98,34.56,2023-01-01
"Scotland, Associate professional occupations",352,17.75,8,19.71,9,12.03,13.64,14.36,15.05,16.61,19.44,21.60,22.35,23.55,27.89,2023-01-01
"Scotland, Science, engineering and technology associate professionals",70,17.19,10.6,18.33,11.6,11.90,13.43,14.5,15,16.07,18.31,19.91,20.78,21.85,x,2023-01-01
"Scotland, Health and social care associate professionals",68,15.22,11.1,16.02,10.4,11.32,12.29,12.93,13.31,14.33,16.03,17.00,17.65,18.17,x,2023-01-01
"Scotland, Protective service occupations",47,21.6,6.8,20.89,5.5,15.88,17.38,18.06,18.94,21.12,21.72,22.51,23.07,23.66,x,2023-01-01
"Scotland, Culture, media and sports occupations",20,14.78,11.2,16.93,8.9,10.51,12.24,12.37,12.7,13.87,16.07,17.66,19.45,x,x,2023-01-01
"Scotland, Business and public service associate professionals",147,19.11,8.3,21.83,10.2,12.50,14.23,14.97,16.12,17.61,21.38,23.68,25.00,26.78,34.41,2023-01-01
"Scotland, Administrative and secretarial occupations",244,14.19,13,15.81,10.6,10.93,11.72,11.98,12.34,13.16,15.03,16.39,17.14,18.16,22.55,2023-01-01
"Scotland, Administrative occupations",208,14.45,12.4,16.15,10.6,11.07,11.90,12.25,12.7,13.57,15.32,16.64,17.70,18.52,23.03,2023-01-01
"Scotland, Secretarial and related occupations",37,12.06,8.2,13.65,9.8,10.50,10.94,11,11.12,11.6,12.84,14.20,15.24,16.00,x,2023-01-01
"Scotland, Skilled trades occupations",142,15,6.2,16.08,4.9,10.62,11.56,12.13,12.7,13.79,16.2,17.47,18.27,19.01,22.02,2023-01-01
"Scotland, Skilled agricultural and related trades",11,13.18,10.3,14.19,12.5,x,10.98,11.25,11.75,12.43,13.58,14.59,15.07,x,x,2023-01-01
"Scotland, Skilled metal, electrical and electronic trades",62,17.28,7.5,17.9,4.9,11.17,13.00,13.82,14.83,15.9,18.49,20.07,20.81,21.52,x,2023-01-01
"Scotland, Skilled construction and building trades",34,15.76,8.6,15.94,3.6,10.57,12.50,13.68,14.11,15,16.49,17.12,17.62,18.50,x,2023-01-01
"Scotland, Textiles, printing and other skilled trades",35,12.35,12.3,13.08,7.6,10.44,10.88,11,11.28,11.86,13,13.46,13.93,14.29,x,2023-01-01
"Scotland, Caring, leisure and other service occupations",253,13.73,13.9,15.2,17.2,10.86,11.20,11.49,11.82,12.73,15,16.27,17.03,18.27,21.78,2023-01-01
"Scotland, Caring personal service occupations",208,14.2,17,15.56,18.7,10.90,11.36,11.75,12.08,13.06,15.39,16.69,17.77,18.74,22.58,2023-01-01
"Scotland, Leisure, travel and related personal service occupations",44,12.13,8.9,13.52,11,10.42,10.85,10.9,11.07,11.55,13.07,14.13,14.85,15.18,x,2023-01-01
"Scotland, Sales and customer service occupations",145,11.05,8.3,12.59,8.9,10.17,10.42,10.5,10.6,10.89,11.54,12.30,12.94,13.69,15.81,2023-01-01
"Scotland, Sales occupations",107,11,9.8,11.96,7.4,9.91,x,10.42,10.51,10.78,11.13,11.62,12.04,12.49,14.50,2023-01-01
"Scotland, Customer service occupations",38,12.49,10,13.99,12.4,10.42,10.73,10.9,11.34,11.86,13.56,14.48,15.10,16.00,x,2023-01-01
"Scotland, Process, plant and machine operatives",102,13.46,7.7,14.66,6.6,10.50,11.09,11.42,11.94,12.76,14.29,15.29,15.78,16.69,19.18,2023-01-01
"Scotland, Process, plant and machine operatives",43,13.04,4.6,14.35,4.9,10.48,10.97,11.29,11.54,12.25,14.07,15.10,16.00,16.80,x,2023-01-01
"Scotland, Transport and mobile machine drivers and operatives",59,13.55,8.4,14.86,7.8,10.50,11.25,11.72,12.1,13,14.34,15.35,15.72,16.41,x,2023-01-01
"Scotland, Elementary occupations",237,11.37,11.5,12.68,12.5,10.18,10.42,10.5,10.65,10.91,12.02,12.89,13.60,14.26,16.12,2023-01-01
"Scotland, Elementary trades and related occupations",24,11.6,4.9,12.53,6,10.42,10.50,10.61,10.81,11.04,12.33,13.00,13.47,14.36,x,2023-01-01
"Scotland, Elementary administration and service occupations",213,11.32,12.1,12.7,13.5,10.18,10.42,10.5,10.64,10.9,12,12.86,13.61,14.26,16.26,2023-01-01
Northern Ireland,1112,14.39,6.6,18.18,6.3,10.50,11.09,11.5,11.85,12.96,16.6,19.36,20.99,23.02,28.19,2023-01-01
