Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"Wales, Health and social care associate professionals",24,36.9,0,34,2.1,20.50,29.50,31.90,33.80,36.80,37.00,x,37.10,37.50,x,2022-01-01
"Wales, Protective service occupations",14,40,-1.1,38,-10.7,x,37.00,37.60,39.20,x,x,x,40.40,x,x,2022-01-01
"Wales, Business and public service associate professionals",65,37,0,35.4,2.1,27.60,x,35.00,35.20,36.90,37.40,37.50,37.50,38.20,x,2022-01-01
"Wales, Administrative and secretarial occupations",137,36.8,1.9,31.7,1.4,16.00,22.40,25.00,30.00,34.90,37.00,37.40,37.50,37.50,40.20,2022-01-01
"Wales, Administrative occupations",115,36.9,-0.1,32.5,1.1,16.20,24.00,29.20,30.10,35.00,37.00,37.40,37.50,37.50,40.20,2022-01-01
"Wales, Secretarial and related occupations",22,29.7,3.9,27.6,5.5,x,16.00,19.00,21.20,24.60,35.00,36.90,37.40,37.50,x,2022-01-01
"Wales, Skilled trades occupations",79,39.5,0.4,38.9,0.6,29.00,34.90,36.00,37.00,37.80,40.00,41.40,42.20,43.70,47.90,2022-01-01
"Wales, Skilled metal, electrical and electronic trades",47,40,0.4,40.3,-0.1,34.90,36.00,36.90,37.20,38.60,40.40,41.70,42.40,45.00,x,2022-01-01
"Wales, Skilled construction and building trades",12,40,0,41,1.5,x,38.00,39.00,39.00,x,40.10,42.50,43.60,x,x,2022-01-01
"Wales, Textiles, printing and other skilled trades",17,36.6,3.6,34.2,1.2,20.20,25.00,26.70,28.70,33.70,37.50,39.70,40.00,x,x,2022-01-01
"Wales, Caring, leisure and other service occupations",126,30.1,-1.4,29.1,-1.1,12.00,19.00,22.10,24.10,27.10,33.10,37.00,37.00,37.50,40.80,2022-01-01
"Wales, Caring personal service occupations",110,30.1,-1.6,29.3,-1.1,12.00,19.40,22.10,24.10,27.40,32.70,36.90,37.30,37.50,41.30,2022-01-01
"Wales, Leisure, travel and related personal service occupations",16,28.3,3.9,27.3,2.3,x,x,17.50,22.40,25.20,33.60,37.00,37.00,x,x,2022-01-01
"Wales, Sales and customer service occupations",85,26.8,-1.8,26.4,-2.7,9.30,15.30,16.80,19.00,23.00,30.60,35.60,37.00,37.50,40.00,2022-01-01
"Wales, Sales occupations",62,24.9,3.7,25.5,-1.5,9.20,14.40,16.00,17.50,21.20,28.70,33.80,36.40,37.50,40.00,2022-01-01
"Wales, Customer service occupations",23,32.8,-6.4,28.8,-7.1,12.00,19.30,21.30,23.30,28.60,35.00,37.00,37.00,37.50,x,2022-01-01
"Wales, Process, plant and machine operatives",77,40,0,39.8,-2.8,23.70,35.00,36.50,37.30,38.80,41.00,44.00,45.60,47.90,53.00,2022-01-01
"Wales, Process, plant and machine operatives",42,39.9,-0.2,39.6,-3.7,32.60,36.20,37.00,37.50,38.40,40.00,41.30,42.50,44.40,x,2022-01-01
"Wales, Transport and mobile machine drivers and operatives",35,40.1,0.2,40.1,-1.5,x,30.00,35.20,36.90,39.80,44.60,47.70,48.20,50.50,x,2022-01-01
"Wales, Elementary occupations",135,30,0,27.1,-2.4,6.50,11.70,13.90,16.00,21.30,35.80,37.50,39.00,40.00,43.50,2022-01-01
"Wales, Elementary trades and related occupations",18,40,0,38.3,-0.6,x,36.00,36.90,37.00,39.00,40.00,41.00,42.20,44.00,x,2022-01-01
"Wales, Elementary administration and service occupations",117,25.2,0.7,25.5,-0.8,6.10,10.70,12.50,14.70,19.30,31.90,37.00,37.50,38.90,42.10,2022-01-01
Scotland,2386,36,0,32.7,-0.4,15.70,23.70,28.00,31.40,35.00,37.00,37.50,38.50,40.00,42.00,2022-01-01
"Scotland, Managers, directors and senior officials",206,37.3,-0.4,36.2,-2,28.00,35.00,35.00,35.00,36.80,37.50,39.00,39.90,40.00,42.50,2022-01-01
"Scotland, Corporate managers and directors",167,37,-1,35.9,-1.9,28.00,x,35.00,35.00,36.20,37.50,38.60,39.00,39.90,41.30,2022-01-01
"Scotland, Other managers and proprietors",39,38.5,-0.5,37.2,-2.4,27.00,35.00,35.70,36.70,37.40,40.00,40.00,40.80,42.40,x,2022-01-01
"Scotland, Professional occupations",683,35,-2.5,33.1,-1.6,20.80,30.00,32.20,34.50,35.00,37.00,x,37.50,37.50,40.00,2022-01-01
"Scotland, Science, research, engineering and technology professionals",137,37.5,0.3,36.9,0.5,34.10,35.00,35.50,36.10,37.00,37.50,37.50,38.60,39.90,41.60,2022-01-01
"Scotland, Teaching and other educational professionals",154,35,0,29.6,-6.1,14.00,21.00,26.10,30.00,32.20,x,x,x,35.00,35.00,2022-01-01
"Scotland, Business, media and public service professionals",165,35,-2.8,34.3,-0.3,25.30,35.00,x,x,35.00,36.20,37.00,37.00,37.50,38.80,2022-01-01
"Scotland, Associate professional occupations",326,37,0,35.1,0.7,23.30,34.60,35.00,35.00,36.00,37.50,38.60,x,40.00,41.40,2022-01-01
"Scotland, Science, engineering and technology associate professionals",66,37.5,0.3,37.9,1.7,35.00,35.00,36.00,36.70,37.00,37.50,40.00,40.00,41.00,x,2022-01-01
"Scotland, Health and social care associate professionals",58,35,0,31,-0.5,17.50,22.00,25.00,28.00,32.40,35.00,36.00,37.00,37.00,x,2022-01-01
"Scotland, Culture, media and sports occupations",17,35,4.4,27.7,2.4,x,x,x,x,27.60,35.00,36.00,37.40,x,x,2022-01-01
"Scotland, Business and public service associate professionals",129,36.2,-2.1,35.1,0.3,28.00,x,x,35.00,35.00,37.00,37.50,37.50,37.80,40.00,2022-01-01
"Scotland, Administrative and secretarial occupations",251,35,0,31,0.2,16.00,21.20,24.00,27.80,33.90,36.00,37.00,37.40,37.50,40.00,2022-01-01
"Scotland, Administrative occupations",213,35,0,31.5,-0.1,16.40,22.30,25.00,29.70,35.00,36.30,37.00,37.50,37.50,40.00,2022-01-01
"Scotland, Secretarial and related occupations",38,30.5,1.8,28,1.3,11.40,17.10,20.00,22.00,25.00,35.00,35.00,36.40,37.00,x,2022-01-01
"Scotland, Skilled trades occupations",148,40,1.8,39.6,1.8,33.10,36.90,37.00,37.50,39.00,40.00,42.00,42.50,44.20,47.80,2022-01-01
"Scotland, Skilled agricultural and related trades",11,39,-2.2,38.2,0.9,x,x,37.00,37.40,38.40,40.00,40.70,41.20,x,x,2022-01-01
"Scotland, Skilled metal, electrical and electronic trades",67,40,0,41.3,0.4,36.10,37.00,37.50,38.00,39.90,41.40,43.40,44.80,45.60,x,2022-01-01
"Scotland, Skilled construction and building trades",37,39,0,40.1,0.8,36.00,37.00,37.50,38.00,x,40.00,40.50,41.00,42.30,x,2022-01-01
"Scotland, Textiles, printing and other skilled trades",32,38.1,5.8,36,5.1,20.10,26.20,30.40,34.70,36.20,40.00,41.20,42.00,43.80,x,2022-01-01
"Scotland, Caring, leisure and other service occupations",252,30,0,28.2,-1.2,10.00,17.20,19.70,22.00,26.20,34.60,36.30,37.20,37.50,40.40,2022-01-01
"Scotland, Caring personal service occupations",212,30,0,28.1,-1.5,10.00,17.50,19.90,22.00,26.00,33.70,36.00,37.20,37.50,40.50,2022-01-01
"Scotland, Leisure, travel and related personal service occupations",39,34,-2.6,28.7,1.3,11.00,16.00,17.70,21.10,26.30,35.00,37.00,37.50,38.00,x,2022-01-01
"Scotland, Sales and customer service occupations",157,27.5,0.4,26.9,1.1,11.50,15.50,17.00,19.10,23.40,33.30,36.00,36.90,37.50,40.00,2022-01-01
"Scotland, Sales occupations",111,24.8,3.1,25.5,1.1,10.80,14.70,16.00,17.40,21.00,29.10,34.10,36.20,37.50,40.00,2022-01-01
"Scotland, Customer service occupations",45,35,0,30.4,1.3,14.60,20.00,22.60,25.00,31.80,36.00,36.90,37.40,37.50,x,2022-01-01
"Scotland, Process, plant and machine operatives",128,40,0,40.8,1.5,26.60,35.90,37.00,37.50,39.00,41.80,45.00,46.00,48.00,54.00,2022-01-01
"Scotland, Process, plant and machine operatives",58,39,0,39.1,0.5,28.20,36.30,37.00,37.40,38.50,40.00,41.40,42.50,44.30,x,2022-01-01
"Scotland, Transport and mobile machine drivers and operatives",71,41.7,0.5,42.2,2.6,24.00,35.00,37.00,38.00,39.70,45.00,48.00,49.40,51.10,x,2022-01-01
"Scotland, Elementary occupations",236,27.2,-8.5,27.1,-3.1,9.20,13.70,15.00,16.60,21.70,33.50,37.00,37.60,39.00,43.10,2022-01-01
"Scotland, Elementary trades and related occupations",22,39.1,-2.2,38.9,-2.8,x,34.90,36.60,37.50,38.90,40.00,40.30,43.00,44.20,x,2022-01-01
"Scotland, Elementary administration and service occupations",215,25,-3.4,25.9,-1,9.00,12.70,15.00,16.00,20.00,30.20,36.40,37.10,38.00,42.00,2022-01-01
Northern Ireland,1180,37,0,33.4,0.5,16.00,24.00,28.10,31.80,35.00,37.50,39.10,40.00,40.00,43.10,2022-01-01
