Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"Wales, Health and social care associate professionals",25,23086,,23107,,10900.00,16802.00,18714.00,19672.00,21763.00,24760.00,26884.00,27769.00,x,x,2021-01-01
"Wales, Protective service occupations",12,40768,,38672,,x,x,32422.00,34865.00,38296.00,41456.00,43422.00,x,x,x,2021-01-01
"Wales, Business and public service associate professionals",61,28491,,30129,,15503.00,19735.00,20953.00,22227.00,24496.00,30651.00,33379.00,36481.00,39902.00,x,2021-01-01
"Wales, Administrative and secretarial occupations",139,20147,,20783,,8035.00,12146.00,13587.00,15303.00,18517.00,22143.00,24208.00,25381.00,27372.00,32139.00,2021-01-01
"Wales, Administrative occupations",117,20957,,21718,,9407.00,13176.00,14988.00,17101.00,19245.00,22627.00,24780.00,26181.00,27864.00,32448.00,2021-01-01
"Wales, Secretarial and related occupations",22,14615,,15713,,x,7506.00,8800.00,9687.00,12805.00,17412.00,20070.00,21131.00,x,x,2021-01-01
"Wales, Skilled trades occupations",77,25783,,27508,,13855.00,18395.00,19401.00,20681.00,23159.00,29181.00,32957.00,35000.00,37598.00,x,2021-01-01
"Wales, Skilled metal, electrical and electronic trades",41,31801,,32285,,20200.00,23173.00,24548.00,25807.00,28378.00,33769.00,37590.00,39168.00,40035.00,x,2021-01-01
"Wales, Skilled construction and building trades",12,26876,,28366,,x,19833.00,20736.00,21953.00,24440.00,29633.00,33181.00,x,x,x,2021-01-01
"Wales, Textiles, printing and other skilled trades",20,17829,,18537,,9069.00,11755.00,13645.00,14196.00,15698.00,18876.00,21140.00,22416.00,x,x,2021-01-01
"Wales, Caring, leisure and other service occupations",111,16442,,16279,,6204.00,9489.00,11224.00,12460.00,14389.00,18149.00,20039.00,20876.00,21777.00,25776.00,2021-01-01
"Wales, Caring personal service occupations",99,16354,,16130,,6161.00,9519.00,11405.00,12557.00,14330.00,18011.00,19805.00,20766.00,21635.00,25452.00,2021-01-01
"Wales, Leisure, travel and related personal service occupations",11,15948,,16069,,x,8581.00,9235.00,x,13601.00,17763.00,19928.00,x,x,x,2021-01-01
"Wales, Sales and customer service occupations",80,13449,,14794,,5837.00,8168.00,9399.00,10158.00,11733.00,15962.00,18140.00,19234.00,20675.00,24379.00,2021-01-01
"Wales, Sales occupations",62,12416,,13390,,5619.00,7745.00,8537.00,9455.00,11052.00,14359.00,16487.00,17461.00,18436.00,x,2021-01-01
"Wales, Customer service occupations",18,19666,,19623,,x,11894.00,13213.00,14011.00,16867.00,21495.00,23520.00,24573.00,26552.00,x,2021-01-01
"Wales, Process, plant and machine operatives",60,22597,,24106,,11289.00,16863.00,17986.00,19020.00,20580.00,24824.00,28249.00,30464.00,32094.00,x,2021-01-01
"Wales, Process, plant and machine operatives",32,22337,,24470,,14415.00,17372.00,18123.00,19131.00,20358.00,24251.00,27259.00,30432.00,32320.00,x,2021-01-01
"Wales, Transport and mobile machine drivers and operatives",28,22736,,23688,,x,15274.00,17324.00,18811.00,20941.00,25614.00,28546.00,30185.00,31926.00,x,2021-01-01
"Wales, Elementary occupations",101,15077,,15015,,2783.00,5571.00,6661.00,7802.00,11389.00,17810.00,19967.00,21191.00,22843.00,27552.00,2021-01-01
"Wales, Elementary trades and related occupations",17,20576,,21721,,x,x,x,x,x,x,x,x,x,x,2021-01-01
"Wales, Elementary administration and service occupations",85,12179,,13706,,2299.00,4935.00,6000.00,6860.00,9403.00,16006.00,18623.00,19923.00,21336.00,26258.00,2021-01-01
Scotland,2003,25970,,29752,,9141.00,14633.00,17044.00,18953.00,22417.00,30378.00,35354.00,38436.00,41446.00,50585.00,2021-01-01
"Scotland, Managers, directors and senior officials",175,39246,,46648,,18955.00,23415.00,26533.00,29505.00,34313.00,44458.00,52962.00,56930.00,62072.00,82868.00,2021-01-01
"Scotland, Corporate managers and directors",138,42376,,50612,,19989.00,26450.00,29932.00,32672.00,37491.00,48145.00,56998.00,61917.00,69395.00,x,2021-01-01
"Scotland, Other managers and proprietors",36,28980,,31546,,17440.00,19514.00,20284.00,21816.00,24360.00,31684.00,37066.00,39453.00,41900.00,x,2021-01-01
"Scotland, Professional occupations",547,37687,,40367,,19794.00,25784.00,27948.00,30427.00,34192.00,41412.00,44719.00,46635.00,49958.00,59850.00,2021-01-01
"Scotland, Science, research, engineering and technology professionals",100,40883,,42462,,22095.00,27737.00,30006.00,32580.00,36874.00,44098.00,47909.00,51132.00,54218.00,x,2021-01-01
"Scotland, Health professionals",189,34984,,41378,,16037.00,23192.00,25386.00,27614.00,32168.00,38937.00,42829.00,46309.00,49591.00,x,2021-01-01
"Scotland, Teaching and other educational professionals",134,40771,,38303,,21618.00,27072.00,30646.00,33125.00,36215.00,41412.00,43516.00,45150.00,47013.00,53303.00,2021-01-01
"Scotland, Business, media and public service professionals",123,37004,,39344,,21793.00,26758.00,28244.00,29805.00,33798.00,40181.00,44500.00,45878.00,49334.00,x,2021-01-01
"Scotland, Associate professional occupations",297,30268,,31850,,14202.00,20617.00,22211.00,23990.00,26772.00,33422.00,37075.00,40078.00,42257.00,47669.00,2021-01-01
"Scotland, Science, engineering and technology associate professionals",53,30127,,32120,,18961.00,22759.00,24379.00,25344.00,26817.00,32656.00,34692.00,37128.00,40718.00,x,2021-01-01
"Scotland, Health and social care associate professionals",59,22889,,22172,,10843.00,14488.00,15873.00,17784.00,20313.00,25159.00,26362.00,27322.00,28486.00,x,2021-01-01
"Scotland, Protective service occupations",55,40156,,38602,,27722.00,32510.00,33857.00,34707.00,37201.00,42234.00,43098.00,43840.00,44685.00,x,2021-01-01
"Scotland, Business and public service associate professionals",119,31551,,34588,,x,21442.00,22703.00,24926.00,27817.00,34217.00,39032.00,41299.00,43508.00,x,2021-01-01
"Scotland, Administrative and secretarial occupations",230,20420,,21505,,8701.00,12005.00,13867.00,15354.00,18088.00,22370.00,24499.00,26066.00,27987.00,33247.00,2021-01-01
"Scotland, Administrative occupations",194,21077,,22443,,9550.00,12870.00,14787.00,16292.00,19037.00,23088.00,25341.00,26739.00,28810.00,34562.00,2021-01-01
"Scotland, Secretarial and related occupations",36,15621,,16423,,5727.00,8749.00,10184.00,11566.00,13729.00,17876.00,20047.00,20913.00,22380.00,x,2021-01-01
"Scotland, Skilled trades occupations",125,26918,,28585,,15015.00,18942.00,20383.00,21613.00,24599.00,29786.00,33293.00,35199.00,37793.00,x,2021-01-01
"Scotland, Skilled agricultural and related trades",10,22123,,23516,,x,x,19313.00,20141.00,20593.00,23495.00,x,x,x,x,2021-01-01
"Scotland, Skilled metal, electrical and electronic trades",55,32013,,33183,,18360.00,23690.00,25174.00,26908.00,29154.00,35213.00,38510.00,39266.00,41287.00,x,2021-01-01
"Scotland, Skilled construction and building trades",32,28158,,29929,,19103.00,21688.00,24001.00,24564.00,26382.00,30339.00,33635.00,34878.00,35708.00,x,2021-01-01
"Scotland, Textiles, printing and other skilled trades",28,18830,,19857,,9886.00,13622.00,x,x,17864.00,20687.00,x,x,x,x,2021-01-01
"Scotland, Caring, leisure and other service occupations",181,17488,,18364,,6901.00,10544.00,12001.00,13000.00,14942.00,19850.00,22191.00,23586.00,25500.00,30448.00,2021-01-01
"Scotland, Caring personal service occupations",151,17534,,18658,,7126.00,10888.00,12389.00,13311.00,15227.00,19882.00,22307.00,23749.00,25638.00,30948.00,2021-01-01
"Scotland, Leisure, travel and related personal service occupations",28,15554,,16527,,4910.00,8346.00,9608.00,10746.00,12908.00,18638.00,21090.00,22154.00,24099.00,x,2021-01-01
"Scotland, Sales and customer service occupations",154,14000,,15133,,5774.00,7723.00,8560.00,9520.00,11682.00,16230.00,18428.00,19739.00,20999.00,25733.00,2021-01-01
"Scotland, Sales occupations",112,12352,,13771,,5446.00,7255.00,8137.00,8740.00,10576.00,14539.00,16877.00,17956.00,19087.00,23120.00,2021-01-01
"Scotland, Customer service occupations",42,18576,,18771,,7063.00,10032.00,11890.00,13138.00,16415.00,20155.00,22178.00,23654.00,25385.00,x,2021-01-01
"Scotland, Process, plant and machine operatives",106,24547,,26504,,13250.00,18298.00,19457.00,20463.00,22600.00,27272.00,31181.00,32861.00,34627.00,39613.00,2021-01-01
"Scotland, Process, plant and machine operatives",45,24392,,26554,,13940.00,18510.00,19603.00,20514.00,22691.00,26863.00,30769.00,33478.00,35158.00,x,2021-01-01
"Scotland, Transport and mobile machine drivers and operatives",61,24571,,26467,,12283.00,17976.00,19251.00,20431.00,22539.00,27500.00,31320.00,32623.00,34336.00,x,2021-01-01
"Scotland, Elementary occupations",189,14893,,15541,,4270.00,6834.00,7778.00,8949.00,11937.00,17971.00,20449.00,21453.00,23533.00,27011.00,2021-01-01
"Scotland, Elementary trades and related occupations",23,21638,,22699,,14389.00,17143.00,18618.00,19426.00,20488.00,22893.00,25281.00,26142.00,27685.00,x,2021-01-01
"Scotland, Elementary administration and service occupations",165,13423,,14530,,x,6344.00,7143.00,8163.00,10421.00,16349.00,19201.00,20626.00,22221.00,26358.00,2021-01-01
Northern Ireland,895,24099,,27711,,8309.00,13350.00,15492.00,17609.00,20917.00,27777.00,32604.00,35211.00,38828.00,48504.00,2021-01-01
