Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"Wales, Other managers and proprietors",25,37.4,-0.2,38,2.1,29.30,35.10,36.00,36.80,37.00,38.90,40.00,40.20,42.00,x,2023-01-01
"Wales, Professional occupations",317,36.5,-1,33.3,-2.3,21.50,29.90,32.40,32.50,35.00,37.00,37.50,37.50,37.50,39.90,2023-01-01
"Wales, Science, research, engineering and technology professionals",64,37,-1.1,36.4,0,33.60,35.00,35.00,36.80,37.00,37.50,37.50,37.70,38.80,x,2023-01-01
"Wales, Health professionals",96,37.4,-0.3,32.7,-7.2,15.90,24.00,29.00,30.00,35.90,37.50,37.50,37.50,37.50,40.10,2023-01-01
"Wales, Teaching and other educational professionals",75,32.4,-0.2,29.4,-1.3,17.60,26.00,26.80,27.40,30.00,32.50,33.30,35.00,35.00,x,2023-01-01
"Wales, Business, media and public service professionals",83,36.9,-0.2,35.2,-0.1,30.00,34.50,35.00,35.00,35.00,37.00,37.00,37.50,37.50,x,2023-01-01
"Wales, Associate professional occupations",164,37,0,35.1,-1.1,24.10,34.00,34.70,35.00,36.90,37.00,37.50,38.00,39.80,40.00,2023-01-01
"Wales, Science, engineering and technology associate professionals",38,37.4,-0.3,36.9,-1.6,32.50,36.00,36.90,36.90,37.00,37.50,37.50,38.40,39.50,x,2023-01-01
"Wales, Health and social care associate professionals",28,35.9,-2.6,32.8,-3.5,17.30,30.00,32.30,33.50,34.40,36.90,x,x,37.00,x,2023-01-01
"Wales, Protective service occupations",15,40,0,40.6,6.8,37.00,37.00,39.10,x,40.00,40.00,40.90,41.90,x,x,2023-01-01
"Wales, Business and public service associate professionals",75,37,0,35,-1.2,27.00,34.00,34.60,35.00,36.20,37.00,37.40,37.50,37.80,x,2023-01-01
"Wales, Administrative and secretarial occupations",145,36.9,0.3,31.8,0.3,15.00,22.30,25.80,30.00,35.00,37.00,37.40,37.50,37.50,40.00,2023-01-01
"Wales, Administrative occupations",119,36.9,0.1,32.9,1.3,17.10,24.10,29.90,32.00,35.00,37.00,37.40,37.50,37.50,40.00,2023-01-01
"Wales, Secretarial and related occupations",26,27.9,-6,26.7,-3.4,7.30,14.90,16.20,18.10,23.50,34.50,36.90,37.40,37.50,x,2023-01-01
"Wales, Skilled trades occupations",78,39.1,-1,38.4,-1.3,26.00,34.70,36.00,37.00,37.50,40.00,41.80,42.70,43.60,47.30,2023-01-01
"Wales, Skilled metal, electrical and electronic trades",45,39.7,-0.9,39.4,-2.3,33.80,36.00,36.90,37.00,37.90,40.00,42.00,43.00,44.50,x,2023-01-01
"Wales, Skilled construction and building trades",11,40,0,40.8,-0.4,x,37.40,37.50,38.80,x,41.30,42.50,43.00,x,x,2023-01-01
"Wales, Textiles, printing and other skilled trades",18,37,1.1,34.8,1.6,20.00,24.00,27.00,29.20,34.30,38.70,40.30,41.90,42.70,x,2023-01-01
"Wales, Caring, leisure and other service occupations",128,30,-0.3,29.1,0.1,10.00,18.00,21.00,23.90,27.50,33.00,37.00,37.40,37.50,43.50,2023-01-01
"Wales, Caring personal service occupations",112,30,-0.3,29.6,0.9,11.00,18.80,22.10,24.20,27.50,33.30,37.00,37.50,38.70,44.80,2023-01-01
"Wales, Leisure, travel and related personal service occupations",15,26,-8.2,25.1,-7.9,x,14.10,15.00,17.20,21.30,30.70,33.90,36.70,x,x,2023-01-01
"Wales, Sales and customer service occupations",83,25.8,-3.6,26.2,-0.8,11.00,15.20,16.40,18.50,21.50,30.50,35.30,36.90,37.40,40.00,2023-01-01
"Wales, Sales occupations",64,23.9,-4,25,-2,10.20,14.30,16.00,17.00,20.00,28.00,33.10,35.70,37.30,40.00,2023-01-01
"Wales, Customer service occupations",19,35,6.7,30.3,5.2,x,19.90,22.40,24.10,31.70,36.80,x,37.00,37.50,x,2023-01-01
"Wales, Process, plant and machine operatives",67,40,0,41.1,3.3,25.50,35.40,37.00,37.50,39.60,42.40,45.20,47.10,49.50,55.50,2023-01-01
"Wales, Process, plant and machine operatives",35,40,0.2,40.3,1.8,33.10,35.80,37.00,37.50,38.90,40.60,43.20,45.00,46.20,x,2023-01-01
"Wales, Transport and mobile machine drivers and operatives",32,42,4.7,42,4.6,21.10,34.50,36.80,37.50,40.00,44.90,48.00,49.70,51.80,x,2023-01-01
"Wales, Elementary occupations",134,28.7,-4.3,27.3,0.7,6.60,11.30,13.90,15.90,21.50,36.00,37.50,39.10,40.00,44.00,2023-01-01
"Wales, Elementary trades and related occupations",16,40,0,38.8,1.4,29.90,35.90,37.00,37.20,39.00,40.00,42.10,42.80,44.00,x,2023-01-01
"Wales, Elementary administration and service occupations",118,25,-0.8,25.7,0.9,6.00,10.20,12.50,14.50,19.00,31.90,37.00,37.50,39.50,42.90,2023-01-01
Scotland,2307,36,0,32.7,0,15.50,23.50,28.00,32.00,35.00,37.00,37.50,38.80,40.00,42.00,2023-01-01
"Scotland, Managers, directors and senior officials",179,37,-0.8,36,-0.5,28.00,x,35.00,35.00,36.50,37.50,39.00,40.00,40.00,42.10,2023-01-01
"Scotland, Corporate managers and directors",141,37,0,35.9,-0.1,28.20,x,x,35.00,36.00,37.50,38.90,39.60,40.00,41.20,2023-01-01
"Scotland, Other managers and proprietors",38,37.5,-2.6,36.6,-1.5,27.90,35.00,35.00,35.80,37.00,38.90,40.00,40.00,40.60,x,2023-01-01
"Scotland, Professional occupations",653,35.4,1.2,33.7,1.8,21.00,30.10,34.60,35.00,35.00,37.00,37.50,37.50,37.50,40.00,2023-01-01
"Scotland, Science, research, engineering and technology professionals",141,37.4,-0.2,37,0.3,34.50,35.00,35.00,36.10,37.00,37.50,37.50,38.40,39.90,41.50,2023-01-01
"Scotland, Health professionals",198,37.5,,32.5,0.1,17.20,23.20,28.00,30.00,35.00,x,37.50,38.10,39.90,40.00,2023-01-01
"Scotland, Teaching and other educational professionals",143,35,0,30.6,3.4,14.60,23.10,27.90,30.70,35.00,35.00,x,35.00,35.00,36.00,2023-01-01
"Scotland, Business, media and public service professionals",172,36,2.9,34.9,1.8,29.50,35.00,x,35.00,35.00,37.00,37.40,37.50,37.50,40.00,2023-01-01
"Scotland, Associate professional occupations",352,37,0,34.9,-0.5,22.00,33.70,x,35.00,35.90,37.50,38.60,x,40.00,42.00,2023-01-01
"Scotland, Science, engineering and technology associate professionals",70,37.5,-0.1,37.9,0,34.50,35.00,35.40,36.20,37.00,37.90,40.00,40.00,41.90,x,2023-01-01
"Scotland, Health and social care associate professionals",68,35,0,31.2,0.6,16.00,22.50,26.30,30.00,34.70,35.80,36.30,37.00,37.40,x,2023-01-01
"Scotland, Protective service occupations",47,40,,38.3,1.1,x,x,x,x,x,40.30,41.10,41.80,42.00,x,2023-01-01
"Scotland, Culture, media and sports occupations",20,34.9,-0.3,27.4,-1,x,x,x,x,29.70,35.10,37.00,37.50,x,x,2023-01-01
"Scotland, Business and public service associate professionals",147,36.9,1.9,35.2,0.3,28.00,35.00,35.00,35.00,35.00,37.00,37.50,37.50,38.80,40.00,2023-01-01
"Scotland, Administrative and secretarial occupations",244,35,0,30.8,-0.5,16.00,20.70,23.90,27.60,34.00,36.00,37.00,37.50,37.50,39.90,2023-01-01
"Scotland, Administrative occupations",208,35,0,31.3,-0.5,16.10,21.00,24.90,29.60,35.00,36.30,37.00,37.50,37.50,40.00,2023-01-01
"Scotland, Secretarial and related occupations",37,31.1,2.1,28,0,11.00,18.80,20.00,22.10,27.00,34.90,35.00,36.30,37.00,x,2023-01-01
"Scotland, Skilled trades occupations",142,39.5,-1.2,39,-1.6,30.00,36.30,37.00,37.20,38.00,40.00,41.80,42.50,44.00,47.60,2023-01-01
"Scotland, Skilled agricultural and related trades",11,39,-0.1,37.3,-2.4,x,35.00,36.00,36.80,37.10,39.90,40.00,41.30,x,x,2023-01-01
"Scotland, Skilled metal, electrical and electronic trades",62,40,0,40.7,-1.5,36.80,37.00,37.50,37.90,39.30,40.50,42.50,43.50,44.70,x,2023-01-01
"Scotland, Skilled construction and building trades",34,39,0,40.3,0.4,35.90,37.00,37.10,37.50,x,40.00,41.50,42.20,43.00,x,2023-01-01
"Scotland, Textiles, printing and other skilled trades",35,37.3,-2.1,35.2,-2.3,20.70,26.60,28.60,31.50,35.60,39.30,40.00,41.50,42.70,x,2023-01-01
"Scotland, Caring, leisure and other service occupations",253,31.5,4.9,29,3,11.30,18.00,20.00,22.50,27.40,35.00,37.10,37.50,37.50,40.30,2023-01-01
"Scotland, Caring personal service occupations",208,30.3,1,28.9,3,11.20,18.40,20.20,22.50,27.20,35.00,37.00,x,37.50,40.30,2023-01-01
"Scotland, Leisure, travel and related personal service occupations",44,34.1,0.4,29.4,2.5,11.90,17.40,19.70,22.40,27.50,36.00,37.40,37.50,39.00,x,2023-01-01
"Scotland, Sales and customer service occupations",145,26.4,-4.2,26.5,-1.6,11.30,15.60,16.50,18.60,22.10,32.00,35.70,37.00,37.50,40.00,2023-01-01
"Scotland, Sales occupations",107,23.3,-6.2,24.8,-2.5,10.00,14.20,15.90,16.50,20.00,27.90,32.80,36.00,37.50,40.00,2023-01-01
"Scotland, Customer service occupations",38,35,0,30.9,1.8,16.00,20.70,23.90,26.60,33.00,36.00,37.00,x,37.50,x,2023-01-01
"Scotland, Process, plant and machine operatives",102,40,0,40.5,-0.8,25.00,35.80,37.00,37.50,39.00,41.90,45.00,46.40,48.00,53.50,2023-01-01
"Scotland, Process, plant and machine operatives",43,39,0,38.7,-1,30.00,36.10,36.80,37.40,38.30,40.00,40.50,41.80,42.80,x,2023-01-01
"Scotland, Transport and mobile machine drivers and operatives",59,42,0.7,41.7,-1.1,20.30,35.00,37.00,38.30,40.00,45.00,48.00,49.20,51.30,57.70,2023-01-01
"Scotland, Elementary occupations",237,26.8,-1.5,26.7,-1.6,8.00,12.50,14.50,16.00,20.20,34.50,37.40,38.20,39.50,42.50,2023-01-01
"Scotland, Elementary trades and related occupations",24,39,-0.3,37.6,-3.4,20.70,33.20,35.50,36.80,38.00,40.00,41.00,41.50,42.20,x,2023-01-01
"Scotland, Elementary administration and service occupations",213,24,-4,25.4,-1.8,8.00,12.00,13.40,15.00,19.80,30.80,36.80,37.50,38.80,42.00,2023-01-01
Northern Ireland,1112,37,0,32.9,-1.4,15.00,22.50,27.50,30.60,35.00,37.50,39.10,40.00,40.00,42.30,2023-01-01
