Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"Wales, Science, research, engineering and technology professionals",61,37,0.1,36.6,0.4,34.50,35.00,35.90,36.90,37.00,37.50,37.50,37.90,38.50,x,2024-01-01
"Wales, Health professionals",102,37.5,0.2,33,1,15.10,24.00,29.90,32.00,37.30,37.50,37.50,37.50,39.10,40.40,2024-01-01
"Wales, Teaching and other educational professionals",79,32.5,0.1,28.1,-4.7,13.00,20.30,25.90,27.40,29.90,x,32.50,x,35.00,x,2024-01-01
"Wales, Business, media and public service professionals",80,37,0.2,35.5,1,30.80,35.00,35.00,35.00,36.90,37.00,37.50,37.50,37.50,39.00,2024-01-01
"Wales, Associate professional occupations",170,37,0,34.7,-1.3,22.40,32.50,35.00,35.00,37.00,37.40,37.50,37.90,39.20,40.00,2024-01-01
"Wales, Science, engineering and technology associate professionals",39,37.5,0.2,36.1,-2.2,25.60,35.60,36.90,37.00,37.00,37.50,37.90,38.90,39.80,x,2024-01-01
"Wales, Health and social care associate professionals",28,36.9,2.7,32.3,-1.5,21.20,25.50,30.00,32.40,35.00,37.00,x,x,x,x,2024-01-01
"Wales, Protective service occupations",14,40,0,40.2,-1,36.90,37.10,37.90,39.20,39.90,40.00,41.40,42.00,x,x,2024-01-01
"Wales, Culture, media and sports occupations",11,33.9,,26.8,7.5,x,x,x,x,x,36.80,37.00,x,x,x,2024-01-01
"Wales, Business and public service associate professionals",78,37,0,34.9,-0.3,25.80,34.00,35.00,35.00,36.90,37.00,37.50,37.50,37.90,x,2024-01-01
"Wales, Administrative and secretarial occupations",133,36.7,-0.5,31,-2.4,15.00,21.50,24.00,27.90,34.80,37.00,37.40,37.50,37.50,39.90,2024-01-01
"Wales, Administrative occupations",111,36.9,0,31.9,-3,16.00,22.50,27.00,30.00,35.00,37.00,37.40,37.50,37.50,40.00,2024-01-01
"Wales, Secretarial and related occupations",22,27.8,-0.3,26.6,-0.4,8.00,15.00,16.10,19.90,22.70,31.90,37.00,37.50,37.50,x,2024-01-01
"Wales, Skilled trades occupations",78,38.8,-0.9,38.2,-0.4,27.80,34.90,36.80,37.00,37.50,40.00,40.90,42.00,43.70,47.50,2024-01-01
"Wales, Skilled metal, electrical and electronic trades",42,38.9,-1.8,39.8,1,34.90,37.00,37.00,37.50,37.80,40.00,41.40,43.00,44.10,x,2024-01-01
"Wales, Skilled construction and building trades",13,40,0,41,0.4,36.90,37.30,37.80,38.90,39.80,40.10,41.90,42.30,x,x,2024-01-01
"Wales, Textiles, printing and other skilled trades",20,35,-5.4,33.3,-4.3,19.40,23.90,27.50,29.60,31.20,37.00,39.20,40.00,41.50,x,2024-01-01
"Wales, Caring, leisure and other service occupations",143,30,0,29.1,-0.2,11.00,18.40,21.20,23.00,27.40,34.50,37.00,37.50,37.50,42.30,2024-01-01
"Wales, Caring personal service occupations",125,30,0,29.5,-0.1,12.20,19.60,22.20,23.80,27.50,34.40,37.00,37.50,37.90,42.70,2024-01-01
"Wales, Leisure, travel and related personal service occupations",17,28,8,25,-0.5,x,x,13.10,14.80,20.00,33.30,37.00,37.00,37.40,x,2024-01-01
"Wales, Sales and customer service occupations",80,27.3,5.7,26.5,1.1,10.50,15.80,16.70,18.50,22.30,32.00,36.90,37.00,37.50,39.90,2024-01-01
"Wales, Sales occupations",61,24,0.2,24.9,-0.2,9.30,14.00,16.00,16.90,20.00,28.30,33.80,36.70,37.50,39.90,2024-01-01
"Wales, Customer service occupations",19,36.5,4.2,31.5,4,16.00,21.10,24.20,30.00,35.00,37.00,37.20,x,37.50,x,2024-01-01
"Wales, Process, plant and machine operatives",71,40,0,39.7,-3.3,23.00,34.10,36.40,37.00,38.20,40.70,44.00,45.00,47.00,54.60,2024-01-01
"Wales, Process, plant and machine operatives",38,39,-2.5,39.1,-2.9,30.50,35.90,36.90,37.00,38.00,40.00,41.00,41.90,44.00,x,2024-01-01
"Wales, Transport and mobile machine drivers and operatives",34,40.5,-3.5,40.4,-3.8,19.60,30.00,35.50,37.00,39.10,44.20,46.40,48.00,50.00,x,2024-01-01
"Wales, Elementary occupations",123,26.9,-6.4,26,-4.7,5.30,10.50,13.00,15.50,20.00,35.00,37.40,38.50,39.90,42.50,2024-01-01
"Wales, Elementary trades and related occupations",15,39.9,-0.2,36.5,-6.2,x,32.50,35.50,37.00,38.70,40.00,41.90,42.50,44.90,x,2024-01-01
"Wales, Elementary administration and service occupations",108,24.4,-2.5,24.5,-4.6,5.10,10.00,11.80,14.50,18.20,30.00,36.90,37.40,38.50,41.30,2024-01-01
Scotland,2422,35.4,-1.6,32.4,-0.9,15.00,23.00,28.00,31.50,35.00,37.00,37.50,37.90,39.30,41.30,2024-01-01
"Scotland, Managers, directors and senior officials",204,37,0,36,-0.1,28.30,x,35.00,35.00,36.50,37.50,39.10,40.00,40.00,41.90,2024-01-01
"Scotland, Corporate managers and directors",161,37,0,35.8,-0.2,28.00,35.00,35.00,35.00,36.20,37.50,38.90,39.90,40.00,41.40,2024-01-01
"Scotland, Other managers and proprietors",43,37.5,0,36.8,0.4,30.30,35.00,35.00,35.50,37.00,38.80,40.00,40.00,40.50,x,2024-01-01
"Scotland, Professional occupations",706,35,-1.2,33.1,-1.7,20.90,29.70,34.00,35.00,35.00,36.90,37.00,37.00,37.50,40.00,2024-01-01
"Scotland, Science, research, engineering and technology professionals",150,37,-1.1,36.3,-1.9,34.60,35.00,35.00,35.90,36.90,37.40,37.50,37.60,38.20,40.00,2024-01-01
"Scotland, Health professionals",206,37,-1.3,31.9,-1.8,16.00,22.70,25.80,29.70,34.00,x,37.00,37.20,38.30,40.00,2024-01-01
"Scotland, Teaching and other educational professionals",175,35,0,29.8,-2.6,14.00,21.00,27.10,29.50,35.00,x,x,x,35.00,35.00,2024-01-01
"Scotland, Business, media and public service professionals",175,35.9,-0.2,35.1,0.5,30.50,35.00,x,35.00,35.00,37.00,37.00,37.50,37.50,39.80,2024-01-01
"Scotland, Associate professional occupations",381,36.5,-1.3,34.1,-2.3,20.20,31.50,35.00,35.00,35.00,37.00,37.50,39.00,40.00,40.50,2024-01-01
"Scotland, Science, engineering and technology associate professionals",69,37,-1.3,37.8,-0.2,34.90,35.00,35.00,35.40,37.00,37.50,39.00,40.00,40.70,x,2024-01-01
"Scotland, Health and social care associate professionals",83,35,0,30.7,-1.5,16.00,22.40,24.90,29.10,32.80,35.00,36.00,36.20,37.00,38.40,2024-01-01
"Scotland, Protective service occupations",51,40,0,37.1,-3.1,x,37.50,40.00,x,x,x,x,40.00,41.10,x,2024-01-01
"Scotland, Culture, media and sports occupations",22,29.9,-14.3,25.5,-7.1,x,x,x,x,x,35.00,37.40,37.50,37.90,x,2024-01-01
"Scotland, Business and public service associate professionals",157,36.2,-1.8,34.5,-1.9,25.20,34.90,35.00,35.00,35.00,37.00,37.50,37.50,37.80,40.00,2024-01-01
"Scotland, Administrative and secretarial occupations",228,35,0,31.1,0.8,16.00,21.90,24.90,29.10,35.00,36.00,37.00,37.00,37.40,39.00,2024-01-01
"Scotland, Administrative occupations",194,35,0,31.8,1.3,17.50,22.50,28.00,30.70,35.00,36.20,37.00,37.00,37.40,39.10,2024-01-01
"Scotland, Secretarial and related occupations",34,29.3,-5.9,27.4,-2.2,10.70,16.80,19.40,20.80,25.00,34.40,35.00,36.20,37.00,x,2024-01-01
"Scotland, Skilled trades occupations",146,39,-1.3,38.8,-0.5,29.90,36.00,36.80,37.00,38.00,40.00,41.00,42.00,43.50,47.20,2024-01-01
"Scotland, Skilled agricultural and related trades",11,37,-5,35,-6.1,x,31.10,32.50,35.00,36.20,39.00,40.00,40.00,x,x,2024-01-01
"Scotland, Skilled metal, electrical and electronic trades",68,40,0,40.9,0.7,36.00,37.00,37.50,37.90,39.00,40.70,43.00,44.00,45.00,49.00,2024-01-01
"Scotland, Skilled construction and building trades",35,39,0,39.7,-1.4,36.00,36.90,37.00,37.90,x,40.00,40.50,41.40,42.50,x,2024-01-01
"Scotland, Textiles, printing and other skilled trades",33,37,-0.8,34.6,-1.6,19.90,25.90,28.70,30.00,35.00,38.40,40.00,40.00,41.70,x,2024-01-01
"Scotland, Caring, leisure and other service occupations",271,30,-4.7,28.3,-2.6,11.00,16.60,19.40,21.80,25.60,35.00,x,37.00,37.50,40.50,2024-01-01
"Scotland, Caring personal service occupations",224,29.7,-2.1,28,-3.4,10.70,16.60,19.30,21.60,25.00,34.40,37.00,37.00,37.00,40.40,2024-01-01
"Scotland, Leisure, travel and related personal service occupations",43,34,-0.3,29.5,0.3,11.90,16.40,19.00,21.70,29.10,36.30,37.50,37.50,39.10,x,2024-01-01
"Scotland, Sales and customer service occupations",146,25.8,-2,25.9,-2,10.20,14.80,16.00,17.30,21.20,31.70,35.50,36.90,37.50,39.90,2024-01-01
"Scotland, Sales occupations",105,22.7,-2.6,24.3,-2.2,9.90,13.50,15.00,16.00,19.40,27.30,32.00,35.30,37.40,39.80,2024-01-01
"Scotland, Customer service occupations",42,35,0,30,-3,13.50,18.70,22.80,24.90,32.80,36.10,37.00,37.40,37.50,39.90,2024-01-01
"Scotland, Process, plant and machine operatives",118,40,0,39.9,-1.5,24.00,35.00,36.90,37.40,38.50,41.60,44.00,45.50,48.00,52.50,2024-01-01
"Scotland, Process, plant and machine operatives",52,39,-0.1,38.4,-0.8,29.20,36.00,36.90,37.30,38.00,39.90,40.50,41.90,43.00,x,2024-01-01
"Scotland, Transport and mobile machine drivers and operatives",66,42,0,41,-1.8,20.70,35.00,36.20,37.50,40.00,44.00,47.70,49.10,50.00,55.80,2024-01-01
"Scotland, Elementary occupations",222,26.5,-1.1,26.3,-1.2,8.00,12.90,14.90,16.00,20.20,33.30,37.00,37.50,39.00,42.00,2024-01-01
"Scotland, Elementary trades and related occupations",20,39,0,37.4,-0.6,21.60,35.00,36.00,36.80,38.20,39.80,40.40,41.70,43.00,x,2024-01-01
"Scotland, Elementary administration and service occupations",202,24.1,0.5,25.2,-0.7,7.70,12.50,14.10,15.50,20.00,30.10,36.00,37.00,38.00,40.90,2024-01-01
Northern Ireland,1043,37,0,32.9,0,14.40,23.00,27.80,31.10,35.00,37.50,39.00,40.00,40.00,42.60,2024-01-01
