Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"East Midlands, Elementary administration and service occupations",218,10.25,6.9,11.41,7.1,8.43,9.50,9.50,9.63,9.94,10.81,11.60,12.00,12.53,13.97,2022-01-01
West Midlands,2287,14,5.2,17.4,2.1,9.66,10.30,10.78,11.33,12.5,16.16,19.10,20.54,22.18,27.53,2022-01-01
"West Midlands, Managers, directors and senior officials",224,20.86,4.3,24.97,6.9,11.46,13.33,14.40,15.69,18.18,23.95,27.06,29.47,32.96,42.57,2022-01-01
"West Midlands, Corporate managers and directors",182,22.48,2.9,26.46,4.9,11.80,14.02,15.33,16.65,19.73,25.68,28.77,31.80,34.96,45.09,2022-01-01
"West Midlands, Other managers and proprietors",41,15.96,8.2,18.81,9.9,10.51,12.01,12.66,13.16,14.65,17.43,19.66,20.61,22.08,x,2022-01-01
"West Midlands, Professional occupations",567,21.54,4.8,22.82,2.4,13.15,16.10,17.07,18.06,19.96,23.38,25.44,26.81,28.12,33.20,2022-01-01
"West Midlands, Science, research, engineering and technology professionals",141,22.21,5.6,23.1,4.4,13.42,16.46,17.48,18.72,20.49,23.75,25.81,27.17,28.14,33.04,2022-01-01
"West Midlands, Health professionals",156,20.29,2.6,22.38,3.1,13.67,16.13,16.69,17.73,19.34,21.54,23.45,24.39,26.51,31.60,2022-01-01
"West Midlands, Teaching and other educational professionals",129,23.72,3.4,24.25,3,14.50,17.72,18.76,19.92,21.8,25.6,27.33,28.33,30.42,35.03,2022-01-01
"West Midlands, Business, media and public service professionals",142,20.46,4,21.91,-0.7,11.89,14.26,15.27,16.38,18.55,22.17,24.64,26.16,28.06,31.94,2022-01-01
"West Midlands, Associate professional occupations",325,15.24,-0.5,17.4,-13.8,10.42,11.76,12.33,12.85,13.88,16.93,19.14,20.24,21.44,24.67,2022-01-01
"West Midlands, Science, engineering and technology associate professionals",65,14.66,4.6,15.68,2.4,10.70,11.71,12.25,12.6,13.49,15.71,16.91,17.94,18.73,x,2022-01-01
"West Midlands, Health and social care associate professionals",45,12.89,7,13.25,3.8,9.55,10.13,10.56,11.18,11.97,13.13,14.05,14.50,15.57,x,2022-01-01
"West Midlands, Protective service occupations",48,19.74,0.2,18.97,0.3,12.23,12.96,14.17,15.16,17.62,20.39,21.51,22.40,23.10,x,2022-01-01
"West Midlands, Culture, media and sports occupations",14,13.1,5.2,16.4,,x,10.08,10.81,11.24,12.32,14.45,17.38,x,x,x,2022-01-01
"West Midlands, Business and public service associate professionals",152,16.16,-1.4,18.82,-1.5,10.59,12.06,12.66,13.29,14.75,17.94,20.25,21.46,22.59,28.25,2022-01-01
"West Midlands, Administrative and secretarial occupations",239,12.41,6.1,13.9,4.4,9.80,10.23,10.50,10.95,11.54,13.24,14.33,15.17,16.33,19.99,2022-01-01
"West Midlands, Administrative occupations",199,12.59,5.1,14.16,4.7,9.83,10.39,10.80,11.13,11.79,13.7,14.76,15.62,16.67,20.64,2022-01-01
"West Midlands, Secretarial and related occupations",41,11,5.5,12.49,2.8,9.65,9.97,10.00,10.19,10.48,11.85,12.73,12.91,13.63,x,2022-01-01
"West Midlands, Skilled trades occupations",160,13.68,8.5,14.76,8.1,9.71,10.61,11.20,11.74,12.83,14.9,16.00,16.78,17.70,20.20,2022-01-01
"West Midlands, Skilled agricultural and related trades",7,10.96,9.7,11.99,10.3,x,x,9.70,9.92,10.43,11.79,12.56,x,x,x,2022-01-01
"West Midlands, Skilled metal, electrical and electronic trades",95,14.93,7.9,15.53,5.9,10.20,11.83,12.50,12.99,13.98,15.95,17.19,17.97,18.56,20.61,2022-01-01
"West Midlands, Skilled construction and building trades",27,14.08,9.7,14.94,7.1,10.52,11.30,12.00,12.5,13.27,15,16.00,16.49,17.47,x,2022-01-01
"West Midlands, Textiles, printing and other skilled trades",31,10.99,14,12.5,22,9.50,9.71,9.88,10,10.43,11.43,12.14,12.47,13.02,x,2022-01-01
"West Midlands, Caring, leisure and other service occupations",206,10.65,6.5,11.43,4.5,9.50,9.75,9.89,10,10.23,11.19,11.97,12.31,12.81,14.77,2022-01-01
"West Midlands, Caring personal service occupations",176,10.71,7,11.41,6.2,9.50,9.80,9.95,10.05,10.29,11.26,12.02,12.37,12.89,14.75,2022-01-01
"West Midlands, Leisure, travel and related personal service occupations",27,10.18,7.5,11.62,-2.4,9.50,x,9.50,9.74,10,10.66,11.40,11.71,12.07,x,2022-01-01
"West Midlands, Sales and customer service occupations",161,10.23,3.4,11.72,5.3,9.50,9.56,9.70,9.82,10,10.78,11.42,11.90,12.70,15.00,2022-01-01
"West Midlands, Sales occupations",112,10.06,4.1,11.31,4.9,9.50,9.50,9.67,9.75,10,10.38,10.92,11.31,11.80,13.92,2022-01-01
"West Midlands, Customer service occupations",49,11.06,3.4,12.51,4.8,9.50,9.66,9.90,10,10.59,11.74,12.94,13.66,14.25,x,2022-01-01
"West Midlands, Process, plant and machine operatives",171,12.49,12,14.14,13.1,9.75,10.37,10.63,10.95,11.73,13.45,14.87,15.94,17.22,21.36,2022-01-01
"West Midlands, Process, plant and machine operatives",98,12.49,13.9,14.28,16.5,9.71,10.33,10.58,10.83,11.65,13.35,15.63,17.18,18.53,21.87,2022-01-01
"West Midlands, Transport and mobile machine drivers and operatives",73,12.5,9.4,13.96,9.5,9.80,10.38,10.75,11,11.85,13.5,14.50,15.00,15.85,x,2022-01-01
"West Midlands, Elementary occupations",235,10.11,5.2,11.29,0.4,9.18,x,9.50,9.55,9.87,10.68,11.32,11.68,12.21,13.62,2022-01-01
"West Midlands, Elementary trades and related occupations",27,10.44,4.4,11.42,5.5,9.50,9.50,9.65,9.85,10.06,10.83,11.62,12.00,12.41,x,2022-01-01
"West Midlands, Elementary administration and service occupations",209,10.05,5.1,11.26,-0.7,9.13,x,9.50,9.51,9.84,10.65,11.29,11.62,12.16,13.49,2022-01-01
East,2429,14.47,5.5,18.02,4.2,9.78,10.50,11.00,11.53,12.83,16.55,19.34,20.92,23.12,28.94,2022-01-01
"East, Managers, directors and senior officials",261,21.04,1.9,26.12,0.5,11.46,13.68,14.79,15.69,18.2,24.5,28.09,31.01,34.72,46.46,2022-01-01
"East, Corporate managers and directors",204,23.96,2.2,28.79,-0.4,11.98,14.88,16.22,17.72,20.6,26.97,31.15,34.41,38.30,49.16,2022-01-01
"East, Other managers and proprietors",57,15.13,5,17.3,4.2,10.71,11.99,12.62,13.14,14.17,16.24,18.16,19.00,20.41,x,2022-01-01
"East, Professional occupations",661,21.22,1.9,22.89,2.8,13.10,15.54,16.52,17.44,19.43,23.44,25.48,26.74,28.52,33.40,2022-01-01
"East, Science, research, engineering and technology professionals",160,22.5,6.7,23.56,6.2,14.22,16.36,17.37,18.66,20.44,24.32,26.21,27.91,29.71,34.60,2022-01-01
"East, Health professionals",223,19.38,0.7,20.78,3.2,11.94,14.36,15.35,16.13,17.48,20.97,23.44,24.39,25.93,31.00,2022-01-01
"East, Teaching and other educational professionals",131,24.44,1.4,25.31,1.7,14.39,17.16,18.28,20.18,21.97,25.47,27.87,29.13,30.42,x,2022-01-01
"East, Business, media and public service professionals",147,20.71,3.5,23,3.9,12.93,15.50,16.73,17.57,19.27,22.75,25.12,26.44,28.30,33.38,2022-01-01
"East, Associate professional occupations",331,15.49,4.7,18.07,3.3,10.54,11.96,12.43,12.98,14.25,17.25,19.26,20.26,21.63,27.39,2022-01-01
"East, Science, engineering and technology associate professionals",69,14.86,3.5,16.24,5.6,10.84,11.96,12.38,12.73,13.64,16.1,17.71,18.39,19.29,x,2022-01-01
"East, Health and social care associate professionals",37,12.47,10.6,13.78,11.5,9.81,10.37,10.57,10.86,11.69,13.63,14.26,14.66,16.09,x,2022-01-01
"East, Protective service occupations",38,17.85,-9.4,17.55,-3.7,12.18,13.02,13.91,14.43,15.43,19.71,20.15,20.50,20.90,x,2022-01-01
"East, Culture, media and sports occupations",20,13.48,19.4,18.32,15.9,x,10.38,10.71,11.27,12.07,15.33,17.64,x,x,x,2022-01-01
"East, Business and public service associate professionals",166,16.52,1.5,19.82,0,10.93,12.40,13.15,14.02,15.17,18.13,20.72,23.03,25.17,32.29,2022-01-01
"East, Administrative and secretarial occupations",243,12.65,5.4,14.08,4.7,9.92,10.43,10.79,11.14,11.84,13.53,14.58,15.53,16.63,20.10,2022-01-01
"East, Administrative occupations",196,12.95,5.7,14.41,5,10.00,10.73,11.05,11.42,12.07,13.91,15.10,15.91,17.04,20.96,2022-01-01
"East, Secretarial and related occupations",47,11.52,4.7,12.55,3.1,9.72,10.00,10.12,10.4,10.76,12.26,12.98,13.49,14.34,x,2022-01-01
"East, Skilled trades occupations",184,13.85,5.5,15.16,6.5,9.76,10.69,11.18,11.67,12.74,15.13,16.50,17.26,18.06,21.38,2022-01-01
"East, Skilled agricultural and related trades",13,11.07,10.7,11.97,2,9.50,9.85,9.98,10.1,10.53,11.52,12.82,13.16,x,x,2022-01-01
"East, Skilled metal, electrical and electronic trades",104,15.52,6.1,16.48,6.9,10.64,12.01,12.90,13.4,14.73,16.53,17.89,18.59,19.68,23.00,2022-01-01
"East, Skilled construction and building trades",26,14.77,7.1,15.4,4,10.44,11.66,12.01,12.49,13.75,15.37,17.34,17.92,18.66,x,2022-01-01
"East, Textiles, printing and other skilled trades",41,11,10,11.96,11.3,9.50,9.69,9.89,10,10.55,11.49,12.26,12.60,12.96,x,2022-01-01
"East, Caring, leisure and other service occupations",186,10.83,6.5,11.56,4.1,9.51,9.84,10.00,10.1,10.41,11.29,11.87,12.25,12.71,14.33,2022-01-01
"East, Caring personal service occupations",152,10.91,7,11.52,4.2,9.62,9.94,10.03,10.18,10.5,11.33,11.91,12.26,12.69,14.34,2022-01-01
"East, Leisure, travel and related personal service occupations",33,10.46,6.3,11.64,3.8,8.51,9.50,9.50,9.62,10,10.82,11.43,11.90,12.33,x,2022-01-01
"East, Sales and customer service occupations",162,10.33,3.3,11.52,1.8,9.50,9.60,9.76,9.9,10.04,10.74,11.49,11.97,12.51,14.39,2022-01-01
"East, Sales occupations",121,10.13,2.3,11.06,-0.8,9.41,9.55,9.70,9.81,10,10.43,10.98,11.36,11.83,13.41,2022-01-01
"East, Customer service occupations",41,11.49,10.3,12.67,8.3,9.55,9.90,10.15,10.4,10.93,12.18,12.92,13.40,14.12,x,2022-01-01
"East, Process, plant and machine operatives",156,12.56,11.1,14.17,10.7,9.60,10.22,10.67,11.05,11.83,13.58,14.76,15.51,16.35,18.75,2022-01-01
"East, Process, plant and machine operatives",64,12.23,10.8,13.3,8.5,9.63,10.02,10.45,10.77,11.51,12.96,13.98,14.64,15.61,x,2022-01-01
"East, Transport and mobile machine drivers and operatives",92,12.96,12.7,14.76,12,9.55,10.36,10.78,11.32,12,14,15.26,15.99,17.00,x,2022-01-01
"East, Elementary occupations",246,10.24,6.5,11.56,4.2,9.00,9.50,9.55,9.67,9.98,10.78,11.47,11.92,12.54,14.18,2022-01-01
"East, Elementary trades and related occupations",30,10.79,6.8,11.97,7,9.50,9.71,9.91,10,10.22,11.19,11.85,12.45,13.13,x,2022-01-01
"East, Elementary administration and service occupations",217,10.18,6.6,11.48,3.7,8.88,9.50,9.51,9.62,9.91,10.7,11.35,11.85,12.50,14.04,2022-01-01
London,4085,19.44,3.8,24.95,3.5,10.57,12.19,13.19,14.32,16.67,22.88,26.41,28.73,31.64,42.46,2022-01-01
"London, Managers, directors and senior officials",627,30.69,5,38.22,5.1,13.32,17.04,19.17,21.07,25.55,36.6,43.59,47.64,52.36,68.31,2022-01-01
"London, Corporate managers and directors",530,34.2,5.2,41.5,4.8,14.60,19.71,21.92,24.67,28.9,40.23,46.82,51.11,55.89,70.68,2022-01-01
"London, Other managers and proprietors",98,17.13,-0.4,21.3,1.5,11.18,12.49,13.44,13.73,14.97,19.17,21.67,23.34,25.38,x,2022-01-01
"London, Professional occupations",1460,25.5,2,28.6,1.3,15.12,18.41,19.69,20.82,23.34,27.73,30.53,32.25,34.49,43.10,2022-01-01
"London, Science, research, engineering and technology professionals",351,25.85,5,28.37,2.9,14.58,17.86,19.17,20.44,23.33,28.66,31.57,33.63,35.80,43.11,2022-01-01
"London, Health professionals",263,23.71,1.3,24.66,-0.7,15.84,18.38,19.12,19.85,21.73,25.17,27.07,27.73,29.65,35.00,2022-01-01
"London, Teaching and other educational professionals",282,26.77,0.3,27.9,-0.1,15.74,19.73,20.82,22.17,24.67,28.67,30.90,32.19,33.98,39.32,2022-01-01
"London, Business, media and public service professionals",563,25.74,1.6,30.81,2.5,14.75,18.20,19.63,20.92,23.49,28.32,31.39,33.68,36.80,49.10,2022-01-01
"London, Associate professional occupations",625,18.64,6.1,22.59,-1,12.14,14.02,14.67,15.33,16.81,20.49,23.28,24.50,26.21,37.15,2022-01-01
"London, Science, engineering and technology associate professionals",96,16.99,4,19.27,2.1,12.18,13.44,13.97,14.79,15.76,18.66,20.29,21.89,22.56,x,2022-01-01
"London, Health and social care associate professionals",59,14.93,5.9,16.49,7,10.65,11.93,12.52,12.94,14.04,16.06,17.25,18.21,19.09,x,2022-01-01
"London, Protective service occupations",98,22.38,20.8,21.16,1.4,15.06,16.34,16.81,17.42,19.48,23.22,23.93,24.28,24.74,25.87,2022-01-01
"London, Culture, media and sports occupations",45,16.4,8.9,21.88,,10.84,12.20,13.45,14.25,15.07,18.19,20.01,21.31,x,x,2022-01-01
"London, Business and public service associate professionals",327,19.56,2.1,25.15,5.2,12.26,14.25,15.00,15.86,17.81,21.73,25.42,28.60,33.23,45.14,2022-01-01
"London, Administrative and secretarial occupations",380,14.92,2,17.38,1.9,10.04,11.43,12.05,12.7,13.77,16.14,18.13,19.58,21.30,27.11,2022-01-01
"London, Administrative occupations",310,15.19,1.6,17.49,1.5,10.38,11.70,12.38,12.85,13.94,16.29,18.30,19.69,21.46,28.03,2022-01-01
"London, Secretarial and related occupations",70,13.95,6,16.85,4.3,9.62,10.57,11.05,11.55,12.99,15.27,17.52,19.17,21.11,x,2022-01-01
"London, Skilled trades occupations",145,14.17,9,16.24,7.6,9.86,10.91,11.50,11.97,12.77,15.97,17.62,18.63,19.91,23.88,2022-01-01
"London, Skilled metal, electrical and electronic trades",66,17.41,2.9,18.34,3.3,11.50,12.77,13.57,14.58,16.16,18.52,19.85,20.73,22.00,x,2022-01-01
"London, Skilled construction and building trades",20,15.85,13,17.39,9.1,10.08,11.76,12.15,12.5,14.39,17.08,18.81,20.36,21.26,x,2022-01-01
"London, Textiles, printing and other skilled trades",52,11.72,17.2,13.18,14.8,9.50,9.83,10.00,10.23,11,12.46,13.22,13.71,14.36,x,2022-01-01
"London, Caring, leisure and other service occupations",262,12.04,5.1,12.84,4.9,9.76,10.41,10.72,11,11.43,12.83,13.73,14.24,14.85,16.73,2022-01-01
"London, Caring personal service occupations",191,12.19,6.4,12.76,6.7,9.91,10.46,10.77,11.02,11.54,12.9,13.77,14.23,14.84,16.59,2022-01-01
"London, Leisure, travel and related personal service occupations",64,11.5,0.3,12.85,-3.3,9.50,10.00,10.51,10.75,11.27,12.15,13.26,13.74,14.44,x,2022-01-01
"London, Community and civil enforcement occupations",7,15.31,26.7,14.48,16,x,x,11.50,11.98,13.25,16.17,16.96,x,x,x,2022-01-01
"London, Sales and customer service occupations",222,11.19,3.3,13.02,-4.2,9.50,9.83,10.00,10.44,10.86,11.71,12.42,13.05,13.89,18.04,2022-01-01
"London, Sales occupations",164,11,3.6,12.29,-5.5,9.50,9.74,10.00,10.3,10.75,11.3,11.81,12.15,12.71,15.47,2022-01-01
"London, Customer service occupations",58,12.6,4.2,14.72,-2.5,9.50,10.21,10.58,10.98,11.99,13.61,15.33,16.75,18.07,20.34,2022-01-01
"London, Process, plant and machine operatives",104,14.72,7.2,16.83,5.5,9.98,10.90,11.39,11.98,13.2,15.98,17.73,18.62,19.80,25.51,2022-01-01
"London, Process, plant and machine operatives",32,12.77,7.5,14.83,9.4,9.50,9.78,10.20,10.52,11.15,13.99,15.20,16.14,18.22,x,2022-01-01
"London, Transport and mobile machine drivers and operatives",72,15.69,9.6,17.68,4.3,10.64,11.55,12.08,12.82,14.12,16.69,18.13,19.30,20.55,30.01,2022-01-01
"London, Elementary occupations",261,10.85,11.2,12.31,10.2,9.50,9.57,9.75,9.96,10.31,11.18,12.00,12.50,13.26,15.92,2022-01-01
"London, Elementary trades and related occupations",11,10.35,9.2,12.12,11,9.50,9.50,9.51,9.64,10,11.38,11.97,12.42,x,x,2022-01-01
"London, Elementary administration and service occupations",250,10.85,10.9,12.32,10.2,9.50,9.59,9.75,9.97,10.35,11.18,11.99,12.50,13.26,15.91,2022-01-01
South East,3895,15.34,3,19.11,3.3,9.90,10.77,11.36,12,13.52,17.93,20.92,22.71,24.66,31.15,2022-01-01
"South East, Managers, directors and senior officials",458,22.3,7.4,26.97,4.9,11.62,14.31,15.33,16.77,19.37,25.33,29.48,33.08,36.70,47.92,2022-01-01
"South East, Corporate managers and directors",368,24.18,4,28.91,2.2,11.98,15.10,16.76,18.03,21.13,27.47,32.75,35.70,39.45,50.72,2022-01-01
"South East, Other managers and proprietors",90,16.77,12.4,19.42,15.8,11.31,12.46,13.14,13.86,15.33,19,20.96,22.23,23.25,x,2022-01-01
"South East, Professional occupations",1175,22.38,2,23.81,0.7,13.63,16.42,17.48,18.47,20.42,24.4,26.61,28.06,30.00,35.36,2022-01-01
"South East, Science, research, engineering and technology professionals",328,23.29,2.1,24.9,2,14.01,16.99,18.06,19.17,21.22,25.81,28.41,30.18,31.68,37.22,2022-01-01
"South East, Health professionals",216,20.7,4.1,22.01,1.4,13.54,16.13,16.99,17.57,19.29,22.35,24.09,25.12,26.37,32.61,2022-01-01
"South East, Teaching and other educational professionals",322,23.1,0.9,23.76,0.9,14.14,17.03,18.24,19.04,21.6,24.67,26.83,28.08,29.67,34.14,2022-01-01
"South East, Business, media and public service professionals",308,21.78,1.5,23.8,-0.4,13.27,15.23,16.58,17.63,19.92,23.92,26.43,27.92,29.67,35.33,2022-01-01
"South East, Associate professional occupations",574,16,4.4,18.67,3.6,10.73,12.16,12.78,13.33,14.55,17.88,19.99,21.06,22.65,27.81,2022-01-01
"South East, Science, engineering and technology associate professionals",133,14.75,3.7,16.02,3.1,10.42,11.76,12.26,12.79,13.56,16.16,17.87,18.39,19.44,22.59,2022-01-01
"South East, Health and social care associate professionals",64,12.69,9.2,13.99,8.4,10.00,10.58,10.77,11.01,11.98,13.57,14.63,15.25,16.02,x,2022-01-01
"South East, Protective service occupations",50,19.7,-4.7,18.95,-2.2,12.99,13.94,14.76,15.19,16.82,20.67,21.06,21.54,22.32,x,2022-01-01
"South East, Culture, media and sports occupations",33,13.42,7.4,17.42,10.3,9.86,10.51,10.97,11.58,12.46,14.8,17.63,18.46,x,x,2022-01-01
"South East, Business and public service associate professionals",294,17.59,3.4,20.88,3.3,11.50,12.94,13.61,14.38,15.82,19.69,22.39,24.20,26.00,34.09,2022-01-01
"South East, Administrative and secretarial occupations",419,12.78,2.5,14.58,1.7,9.88,10.50,10.82,11.16,12,13.85,15.03,15.81,17.02,20.97,2022-01-01
"South East, Administrative occupations",340,13.18,3.4,14.92,1.9,10.00,10.73,11.13,11.5,12.32,14.24,15.36,16.26,17.64,21.75,2022-01-01
"South East, Secretarial and related occupations",78,11.29,1.9,12.93,2.4,9.50,9.90,10.04,10.36,10.76,12.18,13.16,13.93,14.83,17.15,2022-01-01
"South East, Skilled trades occupations",248,13.82,5.1,15.17,5.8,9.86,10.91,11.37,11.94,12.81,15,16.37,17.32,18.03,21.16,2022-01-01
"South East, Skilled agricultural and related trades",25,11.66,4.4,12.25,4.7,9.63,10.00,10.28,10.46,10.78,12.16,13.08,13.23,13.73,x,2022-01-01
"South East, Skilled metal, electrical and electronic trades",131,15.84,6.6,16.63,5.4,11.03,12.37,12.86,13.42,14.53,16.77,17.96,18.35,19.17,22.98,2022-01-01
"South East, Skilled construction and building trades",38,14.48,-0.6,15.33,0.6,10.00,11.89,12.63,13.08,13.75,15.3,16.12,17.33,18.14,x,2022-01-01
"South East, Textiles, printing and other skilled trades",55,11.37,14.4,12.33,12.1,9.50,9.74,10.00,10.14,10.85,11.75,12.46,12.89,13.23,x,2022-01-01
"South East, Caring, leisure and other service occupations",308,10.97,5.8,11.8,5.6,9.52,9.94,10.00,10.18,10.52,11.52,12.19,12.72,13.20,15.04,2022-01-01
"South East, Caring personal service occupations",248,10.98,5.9,11.7,6,9.59,9.96,10.05,10.2,10.54,11.49,12.10,12.64,13.16,14.92,2022-01-01
"South East, Leisure, travel and related personal service occupations",54,10.77,5.3,12.14,2,9.46,9.58,9.80,10,10.22,11.5,12.17,12.61,13.05,x,2022-01-01
"South East, Sales and customer service occupations",246,10.41,4.1,11.82,2.6,9.40,9.58,9.75,9.96,10.13,10.9,11.60,12.05,12.75,14.99,2022-01-01
"South East, Sales occupations",180,10.26,2.8,11.46,1.2,9.38,9.50,9.69,9.85,10.01,10.57,11.10,11.49,11.91,14.04,2022-01-01
"South East, Customer service occupations",67,11.4,7.9,12.67,5.6,9.47,9.85,10.00,10.19,10.65,12.12,13.05,13.79,14.48,16.85,2022-01-01
"South East, Process, plant and machine operatives",152,12.59,8.3,14.19,7.9,9.79,10.46,10.91,11.25,11.89,13.54,14.65,15.11,15.87,18.75,2022-01-01
"South East, Process, plant and machine operatives",59,12.56,13.3,13.56,11.3,9.88,10.46,10.82,11.19,11.92,13.42,14.18,14.83,15.18,18.17,2022-01-01
"South East, Transport and mobile machine drivers and operatives",94,12.74,6.2,14.58,5.8,9.75,10.43,10.95,11.31,11.88,13.63,14.86,15.45,16.41,19.15,2022-01-01
"South East, Elementary occupations",316,10.13,6.9,11.35,7.4,8.08,x,9.50,9.57,9.92,10.69,11.28,11.74,12.41,14.05,2022-01-01
"South East, Elementary trades and related occupations",31,10.65,7.9,11.28,1,9.50,9.63,9.85,10,10.29,10.94,11.45,11.74,12.02,x,2022-01-01
"South East, Elementary administration and service occupations",285,10.07,6.5,11.36,8.4,8.00,9.50,9.50,9.52,9.87,10.64,11.25,11.73,12.49,14.05,2022-01-01
South West,2264,14.18,7.8,17.36,6.3,9.75,10.45,10.92,11.38,12.64,16.11,18.57,20.14,21.98,27.68,2022-01-01
"South West, Managers, directors and senior officials",252,19.58,8.7,23.52,7.8,11.28,13.28,14.25,15.14,17.18,22.45,26.04,28.37,31.15,39.95,2022-01-01
"South West, Corporate managers and directors",199,21.43,7.9,25.41,7,11.51,13.98,14.98,16.15,18.86,24.62,28.48,30.88,33.23,43.14,2022-01-01
"South West, Other managers and proprietors",53,15.53,7.8,16.91,5.5,10.72,12.38,12.90,13.34,14.28,16.84,18.33,19.38,20.84,x,2022-01-01
"South West, Professional occupations",591,21.15,1.1,22.54,0.4,13.14,15.86,16.73,17.55,19.4,23.02,24.76,26.45,27.96,33.45,2022-01-01
"South West, Science, research, engineering and technology professionals",147,21.15,2.2,22.64,1,13.06,15.58,16.72,17.75,19.58,22.67,25.25,26.90,28.44,33.45,2022-01-01
"South West, Health professionals",134,19.95,2.5,21.45,-3.1,13.69,15.82,16.43,16.93,18.53,20.56,22.59,23.92,25.34,x,2022-01-01
"South West, Teaching and other educational professionals",149,24.05,1.6,24.38,0,15.44,17.74,18.84,20.15,22.5,25.12,27.16,28.48,29.52,35.15,2022-01-01
"South West, Business, media and public service professionals",161,19.92,3.9,21.89,3,12.12,14.34,15.44,16.35,17.95,21.87,24.17,25.01,26.97,32.26,2022-01-01
"South West, Associate professional occupations",301,15.33,5.6,17.51,7.1,10.52,11.71,12.27,12.81,14.03,16.81,18.46,19.71,21.10,25.86,2022-01-01
"South West, Science, engineering and technology associate professionals",68,15.42,14.4,16.53,11.3,10.53,11.62,12.12,12.65,13.77,16.77,18.43,19.09,20.59,x,2022-01-01
"South West, Health and social care associate professionals",44,12.61,2.7,13.59,4.5,10.00,10.57,10.93,11.2,12.1,13.28,14.39,14.66,15.22,x,2022-01-01
"South West, Protective service occupations",14,19.71,21.5,19.92,16.4,x,15.39,15.82,16.87,17.95,20.95,22.00,22.17,x,x,2022-01-01
"South West, Culture, media and sports occupations",21,13.3,11.2,16.33,11.2,9.50,10.35,10.51,11.25,12.08,14.66,15.61,x,x,x,2022-01-01
"South West, Business and public service associate professionals",153,16.52,4.1,18.85,4.3,10.95,12.50,13.02,13.74,15,17.77,19.91,21.21,22.98,29.46,2022-01-01
"South West, Administrative and secretarial occupations",254,12.12,5.8,13.6,4.8,9.80,10.25,10.51,10.82,11.46,13.07,14.21,14.88,15.80,19.12,2022-01-01
"South West, Administrative occupations",202,12.45,6.9,13.88,4.8,9.97,10.44,10.75,11.09,11.7,13.42,14.60,15.28,16.28,19.98,2022-01-01
"South West, Secretarial and related occupations",52,11.14,5.9,12.38,5.9,9.50,9.94,10.05,10.21,10.6,11.86,12.77,13.29,13.68,x,2022-01-01
"South West, Skilled trades occupations",157,13.49,10.5,14.4,8.4,10.00,10.73,11.00,11.5,12.43,14.5,15.77,16.37,17.11,19.16,2022-01-01
"South West, Skilled agricultural and related trades",10,12.11,9.4,12.59,10.3,x,10.40,10.65,11.02,11.7,12.43,12.91,x,x,x,2022-01-01
"South West, Skilled metal, electrical and electronic trades",76,15.04,7.5,15.63,6.1,10.17,11.80,12.50,13.1,14.1,16.07,17.11,17.86,18.33,x,2022-01-01
"South West, Skilled construction and building trades",31,14.59,8.6,15.13,8.2,10.81,11.47,11.98,12.19,13.34,15.46,16.47,16.85,17.63,x,2022-01-01
"South West, Textiles, printing and other skilled trades",40,11,12,11.7,14.2,9.50,9.91,10.00,10.3,10.73,11.34,12.32,12.70,13.33,x,2022-01-01
"South West, Caring, leisure and other service occupations",178,11.15,7.2,11.87,6.7,9.59,10.00,10.14,10.35,10.74,11.69,12.43,12.92,13.53,15.32,2022-01-01
"South West, Caring personal service occupations",146,11.24,7,11.84,6.7,9.68,10.02,10.25,10.45,10.83,11.78,12.48,12.93,13.57,15.33,2022-01-01
"South West, Leisure, travel and related personal service occupations",30,10.65,8.5,12.01,7.1,9.50,9.58,9.66,9.8,10.19,11.01,12.03,12.55,13.22,x,2022-01-01
"South West, Sales and customer service occupations",152,10.3,6,11.39,5,9.36,9.60,9.73,9.82,10,10.68,11.37,11.72,12.35,14.26,2022-01-01
"South West, Sales occupations",116,10.1,5.4,10.98,3.8,9.30,9.52,9.68,9.75,9.98,10.44,10.89,11.19,11.64,13.19,2022-01-01
"South West, Customer service occupations",36,11.4,12.4,12.54,5.7,9.50,9.95,10.07,10.27,10.9,12.21,12.98,13.31,14.15,x,2022-01-01
"South West, Process, plant and machine operatives",140,12.27,6.9,13.44,6.2,9.75,10.22,10.52,10.91,11.53,13.02,14.10,14.76,15.33,17.61,2022-01-01
"South West, Process, plant and machine operatives",69,12.38,8.8,13.42,6.3,9.95,10.46,10.80,10.98,11.63,13.09,14.03,14.84,15.50,x,2022-01-01
"South West, Transport and mobile machine drivers and operatives",71,12.19,6.1,13.46,6.2,9.58,10.00,10.25,10.66,11.47,12.95,14.13,14.75,15.26,x,2022-01-01
"South West, Elementary occupations",240,10.1,6.3,11.21,7.5,8.31,x,9.50,9.6,9.9,10.64,11.21,11.66,12.37,13.51,2022-01-01
"South West, Elementary trades and related occupations",28,11.06,10.8,11.73,8.2,9.50,9.72,9.98,10.01,10.5,11.5,12.19,12.65,13.00,x,2022-01-01
"South West, Elementary administration and service occupations",212,10,6.1,11.1,7.3,8.00,x,9.50,9.55,9.85,10.5,11.10,11.48,12.16,13.41,2022-01-01
Wales,1178,13.83,7.6,16.63,6.4,9.75,10.37,10.77,11.2,12.43,15.78,17.91,19.59,20.74,25.84,2022-01-01
