date,fuel,price,dayofquery,Car,MY,Category,ppm,UniqueID,fuelingcategory,DirectDebitComparison,DirectDebitComparisonNight
2023-12-04,mean rapid charger,77.38,2023-12-04,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-04,Petrol,146.65,2023-12-04,Mini Cooper (3-door),2021,City Car,15.33,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-04,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-05,mean rapid charger,77.38,2023-12-04,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-05,Petrol,146.18,2023-12-05,Mini Cooper (3-door),2021,City Car,15.28,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-05,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-06,mean rapid charger,77.38,2023-12-06,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-06,Petrol,145.85,2023-12-06,Mini Cooper (3-door),2021,City Car,15.24,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-06,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-07,mean rapid charger,77.38,2023-12-07,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-07,Petrol,145.43,2023-12-07,Mini Cooper (3-door),2021,City Car,15.20,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-07,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-08,mean rapid charger,77.38,2023-12-08,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-08,Petrol,145.08,2023-12-08,Mini Cooper (3-door),2021,City Car,15.16,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-08,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-11,mean rapid charger,77.38,2023-12-11,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-11,Petrol,144.30,2023-12-11,Mini Cooper (3-door),2021,City Car,15.08,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-11,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-12,mean rapid charger,77.38,2023-12-12,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-12,Petrol,143.93,2023-12-12,Mini Cooper (3-door),2021,City Car,15.04,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-12,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-13,mean rapid charger,77.38,2023-12-13,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-13,Petrol,143.35,2023-12-13,Mini Cooper (3-door),2021,City Car,14.98,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-13,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-14,mean rapid charger,77.38,2023-12-14,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-14,Petrol,143.09,2023-12-14,Mini Cooper (3-door),2021,City Car,14.95,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-14,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-15,mean rapid charger,77.38,2023-12-15,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-15,Petrol,142.57,2023-12-15,Mini Cooper (3-door),2021,City Car,14.90,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-15,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-18,mean rapid charger,77.38,2023-12-18,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-18,Petrol,142.16,2023-12-18,Mini Cooper (3-door),2021,City Car,14.86,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-18,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-19,mean rapid charger,77.38,2023-12-19,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-19,Petrol,141.74,2023-12-19,Mini Cooper (3-door),2021,City Car,14.81,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-19,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-20,mean rapid charger,77.38,2023-12-20,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-20,Petrol,141.30,2023-12-20,Mini Cooper (3-door),2021,City Car,14.77,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-20,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-21,mean rapid charger,77.38,2023-12-21,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-21,Petrol,141.04,2023-12-21,Mini Cooper (3-door),2021,City Car,14.74,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-21,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-22,mean rapid charger,77.38,2023-12-22,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-22,Petrol,141.00,2023-12-22,Mini Cooper (3-door),2021,City Car,14.74,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-22,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-27,mean rapid charger,77.38,2023-12-27,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-27,Petrol,141.00,2023-12-27,Mini Cooper (3-door),2021,City Car,14.74,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-27,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-28,mean rapid charger,77.38,2023-12-28,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-28,Petrol,140.73,2023-12-28,Mini Cooper (3-door),2021,City Car,14.71,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-28,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-12-29,mean rapid charger,77.38,2023-12-29,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-12-29,Petrol,140.62,2023-12-29,Mini Cooper (3-door),2021,City Car,14.70,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-12-29,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-02,mean rapid charger,77.38,2024-01-02,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-02,Petrol,140.62,2024-01-02,Mini Cooper (3-door),2021,City Car,14.70,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-02,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-03,mean rapid charger,77.38,2024-01-03,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-03,Petrol,140.45,2024-01-03,Mini Cooper (3-door),2021,City Car,14.68,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-03,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-04,mean rapid charger,77.38,2024-01-04,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-04,Petrol,140.29,2024-01-04,Mini Cooper (3-door),2021,City Car,14.66,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-04,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-05,mean rapid charger,77.38,2024-01-05,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-05,Petrol,140.29,2024-01-05,Mini Cooper (3-door),2021,City Car,14.66,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-05,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-08,mean rapid charger,77.38,2024-01-08,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-08,Petrol,140.29,2024-01-08,Mini Cooper (3-door),2021,City Car,14.66,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-08,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-09,mean rapid charger,77.38,2024-01-09,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-09,Petrol,140.13,2024-01-09,Mini Cooper (3-door),2021,City Car,14.64,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-09,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-10,mean rapid charger,77.38,2024-01-10,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-10,Petrol,140.06,2024-01-10,Mini Cooper (3-door),2021,City Car,14.64,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-10,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-11,mean rapid charger,77.38,2024-01-11,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-11,Petrol,139.97,2024-01-11,Mini Cooper (3-door),2021,City Car,14.63,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-11,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-12,mean rapid charger,77.38,2024-01-12,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-12,Petrol,139.91,2024-01-12,Mini Cooper (3-door),2021,City Car,14.62,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-12,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-15,mean rapid charger,77.38,2024-01-15,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-15,Petrol,139.89,2024-01-15,Mini Cooper (3-door),2021,City Car,14.62,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-15,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-16,mean rapid charger,77.38,2024-01-16,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-16,Petrol,139.78,2024-01-16,Mini Cooper (3-door),2021,City Car,14.61,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-16,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-17,mean rapid charger,77.38,2024-01-17,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-17,Petrol,139.70,2024-01-17,Mini Cooper (3-door),2021,City Car,14.60,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-17,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-18,mean rapid charger,77.38,2024-01-18,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-18,Petrol,139.73,2024-01-18,Mini Cooper (3-door),2021,City Car,14.60,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-18,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-19,mean rapid charger,77.38,2024-01-19,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-19,Petrol,139.78,2024-01-19,Mini Cooper (3-door),2021,City Car,14.61,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-19,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-22,mean rapid charger,77.38,2024-01-22,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-22,Petrol,140.05,2024-01-22,Mini Cooper (3-door),2021,City Car,14.64,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-22,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-23,mean rapid charger,77.38,2024-01-23,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-23,Petrol,139.80,2024-01-23,Mini Cooper (3-door),2021,City Car,14.61,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-23,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-24,mean rapid charger,77.38,2024-01-24,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-24,Petrol,139.83,2024-01-24,Mini Cooper (3-door),2021,City Car,14.61,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-24,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-25,mean rapid charger,77.38,2024-01-25,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-25,Petrol,139.95,2024-01-25,Mini Cooper (3-door),2021,City Car,14.63,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-25,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-26,mean rapid charger,77.38,2024-01-26,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-26,Petrol,140.03,2024-01-26,Mini Cooper (3-door),2021,City Car,14.63,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-26,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-29,mean rapid charger,77.38,2024-01-29,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-29,Petrol,140.28,2024-01-29,Mini Cooper (3-door),2021,City Car,14.66,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-29,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-30,mean rapid charger,77.38,2024-01-30,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-30,Petrol,140.20,2024-01-30,Mini Cooper (3-door),2021,City Car,14.65,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-30,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-01-31,mean rapid charger,77.38,2024-01-31,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-01-31,Petrol,140.32,2024-01-31,Mini Cooper (3-door),2021,City Car,14.66,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-01-31,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-01-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-02-01,mean rapid charger,77.38,2024-02-01,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-02-01,Petrol,140.44,2024-02-01,Mini Cooper (3-door),2021,City Car,14.68,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-02-01,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-02-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-02-02,mean rapid charger,77.38,2024-02-02,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-02-02,Petrol,140.75,2024-02-02,Mini Cooper (3-door),2021,City Car,14.71,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-02-02,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-02-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-02-05,mean rapid charger,77.38,2024-02-05,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-02-05,Petrol,141.18,2024-02-05,Mini Cooper (3-door),2021,City Car,14.75,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-02-05,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-02-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-02-06,mean rapid charger,77.38,2024-02-06,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-02-06,Petrol,141.10,2024-02-06,Mini Cooper (3-door),2021,City Car,14.75,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-02-06,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-02-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-02-07,mean rapid charger,77.38,2024-02-07,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-02-07,Petrol,141.23,2024-02-07,Mini Cooper (3-door),2021,City Car,14.76,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-02-07,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-02-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-02-08,mean rapid charger,77.38,2024-02-08,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-02-08,Petrol,141.41,2024-02-08,Mini Cooper (3-door),2021,City Car,14.78,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-02-08,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-02-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-02-09,mean rapid charger,77.38,2024-02-09,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2024-02-09,Petrol,141.54,2024-02-09,Mini Cooper (3-door),2021,City Car,14.79,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2024-02-09,"Direct debit: Average variable night unit price, United Kingdom",15.06,2024-02-01,Mini Electric (3-door),2021,City Car,4.36,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2024-02-12,mean rapid charger,77.38,2024-02-12,Mini Electric (3-door),2021,City Car,21.57,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
